text,label
cuối tuần gửi tiền sinh hoạt về nhà 50.000 đấy,Gia đình
vừa nhận tiền freelance web 30k đấy,Freelance
phong bì mỹ phẩm tặng 250k,Quà tặng
hình như cashback shopee 150k luôn,Thu nhập khác
vừa vitamin 150k hơi đau ví,Sức khỏe
ờm dt mới 15k vừa xong,Mua sắm
vừa trả thưởng dự án 10tr vừa xong,Thưởng
cuối tháng chi thưởng dự án 200k nhé,Thưởng
cuối tuần trả không rõ 3tr á,Khác
05-05-2026 phí ngân hàng hàng tháng 400k,Hóa đơn
tối qua trả shopee 15tr nhé,Bán hàng
part time cửa hàng 2tr,Freelance
tháng này trái phiếu 15k nhé,Đầu tư
cước di động 400k,Hóa đơn
cuối tuần trả điện 90k lần này,Hóa đơn
tối qua chốt đơn shopee 1tr2 rồi,Mua sắm
hôm nay chi tiền công ty 15tr hơi đau ví,Lương
cuối tuần karaoke 400k á,Giải trí
cuối tháng đồ dùng học 30k lần này,Giáo dục
"GRAB FOOD 50,000",Ăn uống
vừa mua thuốc cho mình 350k luôn,Sức khỏe
vừa chi KPI 45k hơi đau ví,Thưởng
visa du lịch 50k vnd,Du lịch
05-05-2026 doanh thu bán online 1tr haiz,Bán hàng
05-05-2026 trả thuê nhà 90k,Nhà ở
mua quà 300k,Quà tặng
vừa cọc trả lại 8tr nhé,Thu nhập khác
tháng này trả cát mèo 12tr hơi đau ví,Thú cưng
05-05-2026 concert 50kđ vừa xong,Giải trí
ờm trả freelance 120k nhé,Freelance
"trả mẹ tiền ăn 1,5tr",Gia đình
cuối tuần khám bệnh 50k nhé,Sức khỏe
hôm nay netflix 90k haiz,Giải trí
thu lợi nhuận chứng khoán 300k,Đầu tư
phong bì quà sinh nhật 400k,Quà tặng
tháng này trả shopee 5tr đấy,Bán hàng
trả video 8tr á,Freelance
tháng này tiêm phòng 18k,Thú cưng
bán xe máy cũ 150k vừa chi,Bán hàng
tháng này mua thuốc cho mình 4tr rồi,Sức khỏe
hôm nay hỗ trợ bố mẹ 350.000đ haiz,Gia đình
cuối tháng chi nha khoa 350k,Sức khỏe
tối qua chi đồ dùng học 400k hơi đau ví,Giáo dục
cuối tuần doanh thu 25k rồi,Bán hàng
ờm chi khách ck 300k hơi đau ví,Bán hàng
cuối tháng chi KPI 40k lần này,Thưởng
freelance dự án app 950k,Freelance
thuê máy giặt 100k,Nhà ở
cổ tức HPG Hòa Phát 1tr5,Đầu tư
bán laptop cũ 5tr,Bán hàng
ờm trả sách 30k luôn,Giáo dục
gas bếp 1tr,Nhà ở
khảo sát online 450k,Thu nhập khác
chi phí thay nhớt 12tr,Di chuyển
cuối tuần incentive 700k á,Thưởng
hình như thuê khách sạn đi chơi 900k rồi,Du lịch
ờm cưới 180k rồi,Quà tặng
05-05-2026 booking khách sạn 15 triệu vừa xong,Du lịch
tối qua đi vé metro 800k haiz,Di chuyển
cuối tuần gym 18k xong,Sức khỏe
du lịch Đà Lạt mua tour 10tr tháng này,Du lịch
thanh toán phát sinh 28k — ghi chú,Khác
tháng này đặt homestay Đà Lạt 350k thật,Du lịch
vé xe bus 45k,Di chuyển
ờm chi giúp đỡ 30k á,Từ thiện
chi khách ck 250k nhé,Bán hàng
cuối tuần trả thưởng tết 150k đấy,Thưởng
mua bánh kem 20k,Quà tặng
tháng này chi netflix 3tr nhé,Giải trí
ờm cát mèo 55k luôn,Thú cưng
thanh toán phiên dịch 650k — ghi chú,Freelance
cuối tuần thuê nhà 180k á,Nhà ở
cuối tháng chi sữa bé 20k xong,Gia đình
chuyển khoản sữa bột 150k,Gia đình
vừa HR chuyển 40k á,Lương
cuối tháng trả tiền công ty 120k vừa xong,Lương
05-05-2026 khám bệnh cá nhân 15000000 thật,Sức khỏe
du lịch Vũng Tàu thuê xe máy 2tr,Du lịch
05-05-2026 đóng tiền nước 15 triệu rồi,Hóa đơn
tối qua trả tiền công ty 5tr rồi,Lương
tối qua trả tiền công ty 180k,Lương
cuối tuần order túi 500k đấy,Mua sắm
cuối tuần trả content 2tr5 đấy,Freelance
"vừa trả cát mèo 1,5tr đấy",Thú cưng
vừa thưởng dự án 50k vnd hơi đau ví,Thưởng
vừa chi incentive 25k haiz,Thưởng
vừa ủng hộ 1tr2 thật,Từ thiện
lương tháng 1 250k — ghi chú,Lương
cuối tuần trả cổ tức 18k đấy,Đầu tư
cà phê sữa đá buổi sáng 35k,Ăn uống
05-05-2026 trả điện 180k thật,Hóa đơn
Grab xe 55k,Di chuyển
05-05-2026 grab đi ăn với bạn 600k luôn,Ăn uống
thanh toán làm slide 300k,Freelance
game Steam 2tr5,Giải trí
ờm freelance thiết kế web 12tr luôn,Freelance
phí quản lý phòng trọ 50k,Hóa đơn
vừa cho mẹ mua thuốc 20k luôn,Gia đình
xét nghiệm máu 400k,Sức khỏe
ờm chi lương kỳ 2tr haiz,Lương
phong bì phong bì cưới 950k,Quà tặng
cuối tuần hoàn tiền ngân hàng 500k luôn,Thu nhập khác
game 400k đấy,Giải trí
tối qua trả quà bạn 2tr hơi đau ví,Quà tặng
chi website 350k á,Freelance
cuối tuần quà bạn 25k vừa xong,Quà tặng
thuong du an 900k,Thưởng
thanh toán tư vấn marketing 550k tháng này,Freelance
cát vệ sinh mèo Catsan 80k,Thú cưng
cuối tháng quà bạn 30k,Quà tặng
tối qua shopee 5tr nhé,Bán hàng
ăn trà sữa 8tr thật,Ăn uống
nộp phí dịch vụ điện thoại 2tr5,Hóa đơn
tiền về quê 8tr haiz,Gia đình
vừa wifi 55k haiz,Hóa đơn
cuối tuần chi ông bà 150k đấy,Gia đình
hôm nay chi KPI 80k nhé,Thưởng
cuối tuần trả incentive 2tr rồi,Thưởng
tối qua nhận mừng 200k thật,Thu nhập khác
chi vitamin 2tr xong,Sức khỏe
tra tien phong 2tr,Nhà ở
lợi nhuận quỹ mở VinaCapital 3tr,Đầu tư
thanh toán thiết kế logo 12tr,Freelance
05-05-2026 cát mèo 50k á,Thú cưng
05-05-2026 Du lịch 1tr2 lần này,Du lịch
cuối tháng chi quyên góp 15k vừa xong,Từ thiện
tháng này nhận quà 800k thật,Thu nhập khác
05-05-2026 trả lãi tiết kiệm 180k xong,Đầu tư
tháng này shopee 180k rồi,Bán hàng
cuối tháng chi nhận quà 25k luôn,Thu nhập khác
chi phí vé sự kiện 10tr,Giải trí
đóng khóa học online 1tr5,Giáo dục
05-05-2026 nấu cơm hộp 200k xong,Ăn uống
cuối tháng không rõ 600k,Khác
05-05-2026 đồ dùng học 18k đấy,Giáo dục
Netflix 400k,Giải trí
lương startup 600k (2026),Lương
"nhận mừng 50,000 xong",Thu nhập khác
vừa chi gas 120k lần này,Hóa đơn
vừa trả tiền công ty 180k xong,Lương
cuối tuần sắm tai nghe 18k haiz,Mua sắm
ờm trả nhận mừng 55k thật,Thu nhập khác
ờm phí chuyển tiền ngân hàng 150k đấy,Hóa đơn
quyên góp trường học 1tr2,Từ thiện
đóng góp quyên góp môi trường 1tr2,Từ thiện
05-05-2026 chi video 35k,Freelance
ờm lương công ty chuyển khoản 600k haiz,Lương
tháng này chi bonus 90k thật,Thưởng
grab 🚗 150k,Di chuyển
cuối tháng Du lịch 40k nhé,Du lịch
tháng này đặt cọc phòng trọ 350k đấy,Nhà ở
mua bình gas 350k,Nhà ở
vừa nâng cấp RAM máy tính 350k nhé,Mua sắm
ờm chốt đơn shopee 100k lần này,Mua sắm
05-05-2026 thuê phòng dài hạn 2tr nhé,Nhà ở
05-05-2026 người thân gửi lại tiền 800k nhé,Thu nhập khác
hoa 35k rồi,Quà tặng
05-05-2026 cashback shopee 20k luôn,Thu nhập khác
vừa chi khách ck 30k á,Bán hàng
phong bì socola 200k,Quà tặng
cuối tháng incentive 15tr,Thưởng
cuối tuần trả ông bà 400k á,Gia đình
chi phí quản lý chung cư 280k,Nhà ở
đặt bánh khọt 4tr,Ăn uống
cuối tháng chi thức ăn chó 1tr luôn,Thú cưng
tối qua chi cổ tức 50k vnd vừa xong,Đầu tư
nộp cước di động 100k vừa chi,Hóa đơn
tiền từ lãi tiết kiệm 5tr — ghi chú,Đầu tư
tháng này trả tk nhận tiền tháng 50kđ,Lương
cuối tuần con 40k đấy,Gia đình
nhận thưởng mở TK ngân hàng 1tr5,Thu nhập khác
cuối tháng book gửi xe 3tr vừa xong,Di chuyển
cuối tuần mua pin AA 900k haiz,Khác
05-05-2026 spotify 12tr đấy,Giải trí
cuối tuần chi từ thiện 50.000 đấy,Từ thiện
thanh toán làm slide 120k,Freelance
spa nail 700k,Mua sắm
vừa thức ăn chó 50000 lần này,Thú cưng
chi tiền thuê nhà 80k,Nhà ở
hình như grab đi làm 800k đấy,Di chuyển
tiền từ lãi crypto 850k lần này,Đầu tư
kem chống nắng 400k,Sức khỏe
uống bia cùng bạn bè 200k,Ăn uống
thu nhập bán hàng online Instagram 6tr,Bán hàng
du lịch Sapa mua tour 1tr5,Du lịch
ủng hộ lũ lụt 500k,Từ thiện
tối qua thuốc 2tr5 nhé,Sức khỏe
tiền từ lãi tiết kiệm 450k,Đầu tư
ờm grab đi làm 30k nhé,Di chuyển
cuối tháng không rõ 250k haiz,Khác
cuối tuần thuê phòng hostel bụi 1tr2 vừa xong,Du lịch
cuối tuần chi HR chuyển 120k,Lương
mua giày converse chính hãng 1tr2,Mua sắm
ờm ủng hộ 8tr thật,Từ thiện
mua online mua quần jean 350k đồng,Mua sắm
mua vặt 2tr5,Khác
vừa trả quyên góp 1tr lần này,Từ thiện
ờm trả cưới 200k á,Quà tặng
ShopeeFood tokbokki 25.000đ,Ăn uống
thu tiền bán hàng tháng này 2tr,Bán hàng
tháng này chi nội thất 50kđ nhé,Nhà ở
05-05-2026 chi nạp dt 60k lần này,Hóa đơn
tặng hoa tươi 12tr,Quà tặng
hôm nay chi lãi tiết kiệm 1tr haiz,Đầu tư
cashback thẻ visa Vietcombank 200k,Thu nhập khác
vừa chi tiêm phòng 5tr luôn,Thú cưng
ủng hộ bệnh nhân 850k,Từ thiện
đặt hàng lazada 300k,Mua sắm
cuối tuần chi vitamin 50k,Sức khỏe
cuối tháng trả content 50kđ nhé,Freelance
đổ xăng A95 120k,Di chuyển
vừa mua thuốc cảm 1tr5 nhé,Sức khỏe
cuối tháng chi bonus 350k hơi đau ví,Thưởng
05-05-2026 hoàn tiền ngân hàng 1tr luôn,Thu nhập khác
bán đồ cũ 50kđ,Bán hàng
cuối tuần quà bạn 20k nhé,Quà tặng
hôm nay tiền công ty 350k vừa xong,Lương
order gỏi cuốn 2tr,Ăn uống
tháng này cát mèo 300k thật,Thú cưng
chuyển khoản gửi tiền về quê 550k (2026),Gia đình
vận chuyển hàng 150k,Di chuyển
tháng này đặt cọc phòng trọ 5tr,Nhà ở
hôm nay refund lazada 800k rồi,Thu nhập khác
KTV hát 150k,Giải trí
bánh cuốn 200k,Ăn uống
tháng này chi HR chuyển 120k thật,Lương
tháng này khóa học 12tr nhé,Giáo dục
tối qua chi lương kỳ 3tr á,Lương
trả tiền phí cầu đường 100k vừa chi,Di chuyển
mua vé phim avatar 120k,Giải trí
vừa ủng hộ 200k luôn,Từ thiện
hôm nay chi thuốc 120k hơi đau ví,Sức khỏe
thưởng mở TK ngân hàng 600k — ghi chú,Thu nhập khác
ờm khách ck 50kđ nhé,Bán hàng
cuối tuần chi trái phiếu 180k,Đầu tư
tháng này sửa vòi nước 2tr luôn,Nhà ở
hôm nay tiền phòng tháng này 700k thật,Nhà ở
ờm đồ dùng học 50.000 haiz,Giáo dục
bún chả Hà Nội 60k,Ăn uống
điểm đổi quà 90k (2026),Thu nhập khác
đóng chứng chỉ 850k,Giáo dục
hôm nay trả nha khoa 20k hơi đau ví,Sức khỏe
vừa chi payroll 20k nhé,Lương
cuối tuần cưới 50.000 thật,Quà tặng
tối qua trả payroll 50kđ xong,Lương
hôm nay trả logo 50000 á,Freelance
cuối tháng shopee 250k vừa xong,Bán hàng
phí duy trì tài khoản 700k,Hóa đơn
hôm nay trả không rõ 500k lần này,Khác
cuối tuần khách ck mua hàng 30k thật,Bán hàng
chi phí xăng xe máy 50k,Di chuyển
ăn uống du lịch chuyến đi 700k,Du lịch
cuối tháng chi từ thiện 1tr2 luôn,Từ thiện
tối qua sửa đồ 1tr,Khác
cuối tuần trả netflix 450k á,Giải trí
hôm nay trả karaoke 55k đấy,Giải trí
vừa tiền cho em gái đi học 5tr đấy,Gia đình
sửa xe máy 900k luôn,Di chuyển
nâng cấp RAM máy tính 5tr,Mua sắm
truyền hình cáp 10tr,Hóa đơn
order mì Quảng 30k,Ăn uống
"cuối tháng chi tiền về quê 1,5tr",Gia đình
hôm nay nhận mừng 120k haiz,Thu nhập khác
05-05-2026 trả thức ăn chó 50k đấy,Thú cưng
hôm nay sửa đồ 8tr đấy,Khác
mua kem dưỡng 220k,Mua sắm
tháng này học phí 500k rồi,Giáo dục
"order tokbokki 1,5tr",Ăn uống
tối qua doanh thu 55k thật,Bán hàng
tiền phòng trọ tháng này 4tr,Nhà ở
mua bếp ga đôi 1tr5,Nhà ở
tối qua tk nhận tiền tháng 50k,Lương
ờm lãi tiết kiệm 10tr haiz,Đầu tư
hôm nay chi spotify 1tr thật,Giải trí
ờm chi netflix 80k á,Giải trí
ăn trưa bánh cuốn 500k,Ăn uống
05-05-2026 trả sinh nhật 1tr á,Quà tặng
hình như xét nghiệm máu 50.000,Sức khỏe
hôm nay quà bạn 12tr lần này,Quà tặng
ờm trả website 250k hơi đau ví,Freelance
gửi tiền về quê 50000,Gia đình
tối qua đi xe bus 450k lần này,Di chuyển
sửa xe máy 30k luôn,Di chuyển
cuối tuần tiền được tặng 500k,Thu nhập khác
tháng này nhận quà 40k,Thu nhập khác
cuối tuần phí bank 400k,Hóa đơn
hôm nay chi chụp ảnh 70k hơi đau ví,Freelance
hôm nay sắm lazada 50.000 hơi đau ví,Mua sắm
hôm nay doanh thu 8tr á,Bán hàng
tối qua thú y 1tr xong,Thú cưng
05-05-2026 chi thuê nhà 1tr2 thật,Nhà ở
vừa order shopeefood 900k xong,Ăn uống
hình như thanh toán hóa đơn điện thoại 4tr thật,Hóa đơn
freelance dạy online 15tr,Freelance
nhận tiền dạy kèm 600k,Freelance
05-05-2026 chi ủng hộ 12tr xong,Từ thiện
tháng này sơn tường 1tr2 rồi,Nhà ở
tháng này chi khoản cty chuyển 12tr xong,Lương
05-05-2026 chi nhận quà 15tr,Thu nhập khác
phụng dưỡng 600k,Gia đình
order hủ tiếu Nam Vang 70k,Ăn uống
hôm nay tiền cho em gái đi học 10tr haiz,Gia đình
tối qua chi sách 2tr5,Giáo dục
05-05-2026 chi internet 8tr vừa xong,Hóa đơn
tháng này phí duy trì tài khoản 2tr5 haiz,Hóa đơn
tối qua chụp ảnh 55k vừa xong,Freelance
hôm nay cashback shopee 200k vừa xong,Thu nhập khác
phí ngân hàng chuyển khoản 11k,Hóa đơn
cuối tuần trả KPI 30k xong,Thưởng
hoàn thuế 700k,Thu nhập khác
hôm nay chi thưởng dự án 150k nhé,Thưởng
di chuyển công tác bằng taxi 500k,Di chuyển
nhận sinh nhật 50.000,Thu nhập khác
phí dịch vụ chung cư 300k,Hóa đơn
ờm chi gym 45k haiz,Sức khỏe
chứng chỉ 50k vừa chi,Giáo dục
tháng này chi nước 500k đấy,Hóa đơn
nhan thuong tet 2tr,Thưởng
hôm nay trả Du lịch 450k rồi,Du lịch
05-05-2026 chi dạy kèm 40k thật,Freelance
mừng cưới bạn 1tr,Quà tặng
ờm ủng hộ 1tr2 luôn,Từ thiện
mua tài liệu ôn IELTS 250k,Giáo dục
05-05-2026 vitamin 12tr vừa xong,Sức khỏe
mua túi xách 4tr,Mua sắm
hôm nay chi HR chuyển 1tr rồi,Lương
chi phí sách giáo khoa 400k,Giáo dục
tiền từ cho thuê nhà 80k tháng này,Đầu tư
cuối tuần cưới 600k,Quà tặng
tối qua grab food 200k đấy,Ăn uống
cuối tuần nhận tiền bán áo 100k luôn,Bán hàng
cuối tháng chi trái phiếu 10tr nhé,Đầu tư
thưởng tết 15tr á,Thưởng
tối qua cổ tức 40k rồi,Đầu tư
05-05-2026 HR chuyển 20k vừa xong,Lương
"cuối tháng linh tinh 50,000 thật",Khác
chi điện sinh hoạt 800k,Nhà ở
05-05-2026 doanh thu 5tr rồi,Bán hàng
mua thuốc cảm 2tr5,Sức khỏe
"trả tiền vé xe bus 1,5tr",Di chuyển
vừa shopee 5tr rồi,Bán hàng
cuối tháng chi tết 700k hơi đau ví,Quà tặng
tháng này gửi xe 50k vnd luôn,Di chuyển
nộp phí ngân hàng tháng 1tr5,Hóa đơn
ờm sinh nhật 1tr thật,Quà tặng
chi phí nghỉ dưỡng 900k luôn,Du lịch
vừa shopee 20k vừa xong,Bán hàng
cuối tuần ủng hộ 900k đấy,Từ thiện
cuối tuần cưới 150k nhé,Quà tặng
hình như taxi ra sân bay 50k thật,Di chuyển
05-05-2026 trả phát sinh 50kđ haiz,Khác
15tr lương về,Thu nhập khác
cuối tuần chi trái phiếu 350.000đ haiz,Đầu tư
tối qua trả KPI 20k nhé,Thưởng
hôm nay chi payroll 450k đấy,Lương
05-05-2026 chi lương kỳ 20k thật,Lương
ờm game 800k haiz,Giải trí
phong bì gift card 55k — ghi chú,Quà tặng
ờm sim 2tr luôn,Hóa đơn
hôm nay sách 10tr vừa xong,Giáo dục
ờm chi lãi tiết kiệm 500k hơi đau ví,Đầu tư
chi đồ dùng học 120k đấy,Giáo dục
"hôm nay ông bà 1,5tr xong",Gia đình
mua phụ kiện điện thoại 20k haiz,Mua sắm
vé tham quan chuyến đi 750k,Du lịch
tháng này chi bán đồ cũ 700k á,Bán hàng
trả netflix 5tr đấy,Giải trí
05-05-2026 sách 1tr2 nhé,Giáo dục
cuối tuần khoản cty chuyển 50000 rồi,Lương
đổ xăng 15.000.000 vừa xong,Di chuyển
mua vé tàu tháng 400k,Di chuyển
vừa chi karaoke 50k vnd hơi đau ví,Giải trí
chi lương kỳ 80k đấy,Lương
tối qua khách ck 1tr haiz,Bán hàng
ờm phát sinh 5tr haiz,Khác
cuối tuần cho thuê 40k đấy,Đầu tư
đóng tiền phòng trọ 250k,Nhà ở
hôm nay quyên góp 10tr đấy,Từ thiện
cho bạn quà sn 500k,Quà tặng
05-05-2026 sửa điều hòa phòng trọ 15tr rồi,Nhà ở
siêu thị mua túi xách 2tr,Mua sắm
vừa book taxi 500k nhé,Di chuyển
"cuối tuần trả thưởng tết 50,000 xong",Thưởng
"phí ngân hàng 1,5tr",Hóa đơn
cuối tuần trả quyên góp 450k nhé,Từ thiện
cuối tuần đặt cọc phòng trọ 2tr luôn,Nhà ở
05-05-2026 tk nhận tiền tháng 8tr vừa xong,Lương
"tắm cắt lông 1,5tr",Thú cưng
ờm chi KPI 50kđ vừa xong,Thưởng
cuối tuần lẩu 900k đấy,Ăn uống
chi phí xe khách 600k,Di chuyển
máy giặt tháng này 1tr,Nhà ở
cuối tuần doanh thu bán online 350.000đ luôn,Bán hàng
tháng này tiêm phòng 3tr nhé,Thú cưng
cuối tuần chi HR chuyển 35k hơi đau ví,Lương
tối qua shopeefood 15k vừa xong,Ăn uống
mua nến thơm 200k,Mua sắm
"cuối tuần chi hoa 1,5tr lần này",Quà tặng
vừa Du lịch 45k xong,Du lịch
chi ông bà 120k lần này,Gia đình
đóng lớp tin học 800k,Giáo dục
hình như mua thuốc cho bản thân 1tr5 đấy,Sức khỏe
tối qua order lazada 10tr lần này,Mua sắm
thu lãi trái phiếu 10tr,Đầu tư
trả tiền Grab xe 220k,Di chuyển
nhận điểm đổi quà 650k vừa chi,Thu nhập khác
đăng ký LinkedIn Learning 500k,Giáo dục
cuối tuần ghi chú không rõ 8tr nhé,Khác
tháng này doanh thu 700k lần này,Bán hàng
chi lãi tiết kiệm 600k xong,Đầu tư
ờm chi khoản cty chuyển 300k rồi,Lương
vừa sắm son 800k lần này,Mua sắm
chi phí vé cao tốc 150k,Di chuyển
mua thức ăn mèo cho thú cưng 25.000đ,Thú cưng
05-05-2026 trả logo 50k vnd thật,Freelance
cuối tháng chi game 1tr lần này,Giải trí
cafe ngồi chơi 600k,Giải trí
cuối tuần gym 50k á,Sức khỏe
hình như mua dt mới 4tr đấy,Mua sắm
hôm nay chi tết 2tr xong,Quà tặng
